doi,authors
10.1111/cfs.12046,"['William R. Henninger', 'Gayle Luze']"
10.3389/fpubh.2022.977958,"['Jianming Hou', 'Wenjian Zhou', 'Yang Jiang']"
10.1111/1469-7610.00037,"['Susan H. Spence', 'Jake M. Najman', 'William Bor', 'Michael O’Callaghan', 'Gail Williams']"
10.3390/ijerph19021006,"['Jun Zhang', 'Yugang He', 'Jing Zhang']"
10.1542/peds.2005-1784,"['Lee M. Pachter', 'Peggy Auinger', 'R.F. Palmer', 'Michael Weitzman']"
10.1093/ije/28.1.90,['I. Yen']
10.1176/appi.ajp.2015.15081014,"['Deanna M. Barch', 'David Pagliaccio', 'Andy C. Belden', 'Michael P. Harms', 'Michael S. Gaffrey', 'Chad M. Sylvester', 'Rebecca Tillman', 'Joan L. Luby']"
10.1016/j.jad.2017.12.050,"['Crick Lund', 'Annibale Cois']"
10.1017/s0033291705005362,"['Giovanni Marcos Lovisi', 'José Ramón Rodriguez Arras López', 'Evandro Silva Freire Coutinho', 'Vikram Patel']"
10.1111/j.1748-0361.2008.00171.x,"['Leigh Ann Simmons', 'Bonnie Braun', 'Richard Charnigo', 'Jennifer R. Havens', 'David W. Wright']"
10.1037/0002-9432.71.2.218,"['Mary Keegan Eamon', 'Rachel M. Zuehl']"
10.1146/annurev.soc.28.110601.141114,"['Robert J. Sampson', 'Jeffrey D. Morenoff', 'Thomas Gannon-Rowley']"
10.1207/s15324796abm2503_03,"['Mary de Groot', 'Wendy Auslanden', 'James H. Williams', 'Michael Sherraden', 'Debra Haire‐Joshu']"
10.1111/j.1467-8624.1990.tb02762.x,"['Karlen Lyons‐Ruth', 'David B. Connell', 'Henry Grunebaum', 'Sheila Botein']"
10.1080/01459740.2013.808637,"['Lesley Jo Weaver', 'Emily Mendenhall']"
10.1177/14649934211059402,"['Nicolás Barrantes', 'Jhonatan Clausen']"
10.1192/bjp.154.1.52,"['Ann Ragin', 'Michael F. Pogue‐Geile', 'Thomas F. Oltmanns']"
10.1073/pnas.2004363117,"['Deanna M. Barch', 'Elizabeth A. Shirtcliff', 'Nourhan M. Elsayed', 'Diana J. Whalen', 'Kirsten Gilbert', 'Alecia C. Vogel', 'Rebecca Tillman', 'Joan L. Luby']"
10.1177/0091415018768256,"['Shin‐Young Lee', 'Madhu Sudhan Atteraya']"
10.1111/j.1939-0025.2010.01004.x,"['Alisha Ali', 'Robert L. Hawkins', 'Debbie Ann Chambers']"
10.1093/wber/13.3.539,"['Branko Milanović', 'B. Jovanović']"
10.2307/3090215,"['William W. Eaton', 'Carles Muntañer', 'Gregory Bovasso', 'Corey Smith']"
10.1017/s1041610215001088,"['Olusegun Baiyewu', 'Abdulkareem Jika Yusuf', 'Adefolakemi Ogundele']"
10.1001/jama.290.15.2023,"['E. Jane Costello', 'Scott N. Compton', 'Gordon Keeler', 'Adrian Angold']"
10.1111/j.1365-2214.2004.00390.x,"['Astrid Guttmann', 'Paul T. Dick', 'Teresa To']"
10.1002/jcop.22086,"['Chunkai Li', 'Zurong Liang', 'Margaret Xi Can Yin', 'Qiunv Zhang']"
10.22143/hss21.14.3.260,['Eunah Go']
10.21215/kjfp.2021.11.5.393,"['Min Jang', 'Jung Ha Park', 'Ju Young Kim', 'Kiheon Lee', 'Woo Kyung Bae', 'Kee Hyuck Lee', 'Jong Soo Han', 'Se Young Jung', 'Hyejin Lee']"
10.1080/08952841.2013.795751,"['Jinhyun Kim', 'Virginia Richardson', 'Byung‐Hyun Park', 'Mijin Park']"
10.2307/2676304,['Catherine E. Ross']
10.1093/ia/45.4.780,['Albert U. Romasco']
10.1371/journal.pone.0259848,"['Joseph R. Starnes', 'Chiara Di Gravio', 'Rebecca Irlmeier', 'Ryan Moore', 'Vincent Okoth', 'Ash Rogers', 'Daniele Ressler', 'Troy D. Moon']"
10.3389/fpubh.2021.749640,"['Hui Liao', 'Chaoyang Yan', 'Ying Ma', 'Jing Wang']"
10.15585/mmwr.mm6736a2,"['James M. Dahlhamer', 'Jacqueline W Lucas', 'Carla E. Zelaya', 'Richard L. Nahin', 'Sean Mackey', 'Lynn DeBar', 'Robert D. Kerns', 'Michael Von Korff', 'Linda Porter', 'Charles G. Helmick']"
10.1017/gmh.2015.28,"['Eric Green', 'Christopher Blattman', 'Julian Jamison', 'Jeannie Annan']"
10.2307/1131049,"['Karlen Lyons‐Ruth', 'David B. Connell', 'Henry Grunebaum', 'Sheila Botein']"
10.31888/jkgs.2022.42.3.455,['Ji Eun Lee']
10.1037/a0037435,"['Jeremy Taylor', 'Kathryn E. Grant', 'Kelly E. Amrhein', 'Jocelyn Smith Carter', 'Farahnaz K. Farahmand', 'Aubrey Harrison', 'Kina J. Thomas', 'Russell A. Carleton', 'Eduardo Lugo-Hernandez', 'Brian Katz']"
10.1186/s12889-018-6104-3,"['Jason Bantjes', 'Mark Tomlinson', 'Robert E. Weiss', 'P. Yen', 'Daniel Goldstone', 'Jackie Stewart', 'Tembinkosi Qondela', 'Stephan Rabie', 'Mary Jane Rotheram‐Borus']"
10.1001/jamapediatrics.2013.3139,"['Joan L. Luby', 'Andy C. Belden', 'Kelly N. Botteron', 'Natasha Marrus', 'Michael P. Harms', 'Casey Babb', 'Tomoyuki Nishino', 'Deanna M. Barch']"
10.1037/ccp0000477,"['Ashley McDonald', 'Amanda Thompson', 'Sarah E. D. Perzow', 'Celina M. Joos', 'Martha E. Wadsworth']"
10.5393/jamch.2009.34.2.256,"['Eun A Park', 'In-Sook Lee']"
10.5762/kais.2022.23.9.169,['Young‐Hak Kim']
10.2105/ajph.2004.047225,"['Stephanie A. Riolo', 'Tuan Anh Nguyen', 'John F. Greden', 'Cheryl A. King']"
10.1002/acr.22748,"['Patricia Katz', 'Jennifer L. Barton', 'Laura Trupin', 'Gabriela Schmajuk', 'Jinoos Yazdany', 'Pedro Ruiz', 'Edward H. Yelin']"
10.1371/journal.pone.0071712,"['Valéria Teresa Saraiva Lino', 'Margareth Crisóstomo Portela', 'Luiz Antônio Bastos Camacho', 'Soraya Atie', 'Maria José Barbosa de Lima']"
10.1542/peds.107.5.1049,"['Daniel S. Pine', 'Risë B. Goldstein', 'Susan I. Wolk', 'Myrna M. Weissman']"
10.2307/353903,"['Catherine S. Chilman', 'Jeanne Brooks‐Gunn', 'Greg J. Duncan', 'J. Lawrence Aber']"
10.1080/14443059009387016,['David Potts']
10.2307/2657384,"['Catherine E. Ross', 'John R. Reynolds', 'Karlyn J. Geis']"
10.1136/jnnp.56.12.1290,"['Raymond J. Dolan', 'C.J. Bench', 'Peter F. Liddle', 'Karl Friston', 'Chris Frith', 'Paul M. Grasby', 'R. S. J. Frackowiak']"
10.1111/1467-8624.00178,"['Nancy S. Weinfield', 'L. Alan Sroufe', 'Byron Egeland']"
10.1136/jech.57.12.987,['G. V. Ostir']
10.1007/s12144-022-02754-3,"['Yi-An Liao', 'Liliana Garcia-Mondragon', 'Deniz Konaç', 'Xiaoxuan Liu', 'Alex Ing', 'Ran Goldblatt', 'Le Yu', 'Edward D. Barker']"
10.1080/01488376.2022.2076007,['Ja Young Kim']
10.1001/jama.1975.03260110074032,['Philip C. Anderson']
10.1016/0029-7844(94)00449-n,"['L. Séguin', 'Louise Potvin', 'Michèle St‐Denis', 'Jacinthe Loiselle']"
10.1089/jwh.2010.2657,"['Karen A. Ertel', 'Janet W. Rich‐Edwards', 'Karestan C. Koenen']"
10.1017/s1365100516001243,['Holger Strulik']
10.3390/children10050835,"['Betsabé Jiménez-Ceballos', 'Erick Martínez‐Herrera', 'María Esther Ocharán-Hernández', 'Christian Guerra‐Araiza', 'Eunice D. Farfán García', 'Uriel Emiliano Muñoz-Ramírez', 'Claudia Erika Fuentes‐Venado', 'Rodolfo Pinto‐Almazán']"
10.1037/0021-843x.114.1.3,"['Carolyn E. Cutrona', 'Daniel W. Russell', 'Prudence Brown', 'Lee Anna Clark', 'Robert M. Hessling', 'Kelli A. Gardner']"
10.1177/019027250406700303,"['Jane D. McLeod', 'Timothy J. Owens']"
10.1017/s0047279412000979,"['Robert Walker', 'Grace Bantebya Kyomuhendo', 'Elaine Chase', 'Sohail Choudhry', 'Erika Gubrium', 'JO YONGMIE NICOLA', 'Ivar Lødemel', 'Leemamol Mathew', 'Amon Ashaba Mwiine', 'Sony Pellissery', 'Ming Yan']"
10.1186/1755-7682-3-29,"['Vijay Ganji', 'Cristiana Milone', 'Mildred M. Cody', 'Frances McCarty', 'Yong T Wang']"
10.1001/archpsyc.63.9.1017,"['Debra L. Foley', 'David B. Goldston', 'E. Jane Costello', 'Adrian Angold']"
10.1136/bmjopen-2013-003397,"['Emily Callander', 'Deborah Schofield', 'Rupendra Shrestha']"
10.1002/imhj.21399,['Lenette Azzi‐Lessing']
10.1037/a0031112,"['Rebecca Newland', 'Keith A. Crnic', 'Martha J. Cox', 'W. Roger Mills‐Koonce']"
10.1037/0012-1649.29.1.44,"['Kathleen J. Sternberg', 'Michael E. Lamb', 'Charles W. Greenbaum', 'Dante Cicchetti', 'Samia Dawud', 'Rosa M. Cortês', 'Orit Krispin', 'Fanny Lorey']"
10.1097/01.mlr.0000185750.18119.fd,"['Murray B. Stein', 'Peter Roy‐Byrne', 'Michelle G. Craske', 'Alexander Bystritsky', 'Greer Sullivan', 'Jeffrey M. Pyne', 'Wayne Katon', 'Cathy D. Sherbourne']"
10.1080/09540120701660320,"['Patricia Solomon', 'Seanne Wilkins']"
10.29046/jjp.009.1.002,['Donald C. Ohuoha']
10.1111/j.1533-8525.1992.tb00373.x,"['Paul R. Amato', 'Jiping Zuo']"
10.1016/j.jad.2006.10.004,"['Atıf Rahman', 'Francis Creed']"
10.1017/s2045796023000811,"['Crick Lund', 'Mark J. D. Jordans', 'Emily C. Garman', 'Ricardo Araya', 'Mauricio Avendaño', 'Annette Bauer', 'Vikram Bahure', 'Tarun Dua', 'Georgia Eleftheriou', 'Sara Evans‐Lacko', 'Juan Felipe García Rodríguez', 'Kamal Gautam', 'Martin Gevonden', 'Philipp Hessel', 'Brandon A. Kohrt', 'Lydia Krabbendam', 'Nagendra P. Luitel', 'Sanchari Roy', 'Manuel Seifert Bonifaz', 'Rakesh Singh', 'Mohammadamin Sinichi', 'Katherine Sorsdahl', 'Graham Thornicroft', 'Wietse A. Tol', 'Daniela Trujillo', 'Nicci van der Merwe', 'Syed Shabab Wahid', 'Paula Yarrow']"
10.1080/08964280209596398,"['Sheryl L. Catz', 'Cheryl Gore‐Felton', 'Jennifer B. McClure']"
10.1017/s1368980008003650,"['Catherine Huddleston-Casas', 'Richard Charnigo', 'Leigh Ann Simmons']"
10.1037/h0087688,"['Kristine Siefert', 'Phillip J. Bowman', 'Colleen Heflin', 'Sheldon Danziger', 'David R. Williams']"
10.1023/a:1016317130710,"['Cheryl Sutherland', 'Deborah Bybee', 'Cris M. Sullivan']"
10.1093/ije/dyr103,"['Emily J. Ozer', 'Lia Fernald', 'Ann M. Weber', 'E. P. Flynn', 'Tyler J. VanderWeele']"
10.2307/1602779,"['John W. Fantuzzo', 'Wanda K. Mohr']"
10.1371/journal.pone.0000940,"['Godwin S. Ashiabi', 'Keri K. O’Neal']"
10.1017/s0954579400005587,"['Sheree L. Toth', 'Jody Todd Manly', 'Dante Cicchetti']"
10.7326/m14-0954,"['Rennatus Mdodo', 'Emma L. Frazier', 'Shanta R. Dube', 'Christine L. Mattson', 'Madeline Y. Sutton', 'John T. Brooks', 'Jacek Skarbinski']"
10.1097/psy.0b013e3181f01be3,"['Seth C. Kalichman', 'Tamar Grebler']"
10.1080/09540120802511885,"['Lucie Cluver', 'Frances Gardner', 'Don Operario']"
10.1017/s1041610209008527,"['Anto P. Rajkumar', 'P. Thangadurai', 'P. Senthilkumar', 'K Gayathri', 'Martin Prince', 'K. S. Jacob']"
10.1177/1403494808086976,"['Negussie Deyessa', 'Yemane Berhane', 'Atalay Alem', 'Ulf Högberg', 'Gunnar Kullgren']"
10.1001/jama.2014.607,"['Ronald C. Kessler', 'Greg J. Duncan', 'Lisa A. Gennetian', 'Lawrence F. Katz', 'Jeffrey R. Kling', 'Nancy A. Sampson', 'Lisa Sanbonmatsu', 'Alan M. Zaslavsky', 'Jens Ludwig']"
10.5860/choice.33-0197,['Paula Rabinowitz']
10.1176/ajp.146.2.220,"['Greg Kennedy', 'Howard R. Kelman', 'Carissa M. Thomas', 'W. J. Wisniewski', 'Hazel Metz', 'Polly E. Bijur']"
10.1186/s12940-016-0147-7,"['Annemarie Stroustrup', 'Hsiao‐Hsien Leon Hsu', 'Katherine Svensson', 'Lourdes Schnaas', 'Alejandra Cantoral', 'Maritsa Solano González', 'Mariana Torres-Calapiz', 'Chitra Amarasiriwardena', 'David C. Bellinger', 'Brent A. Coull', 'Martha María Téllez‐Rojo', 'Robert O. Wright', 'Rosalind J. Wright']"
10.1080/10796120701871322,"['Mary Russell', 'Barbara Harris', 'Annemarie Gockel']"
10.1017/s0033291711000675,"['Lilly Shanahan', 'William Copeland', 'E. Jane Costello', 'Adrian Angold']"
10.1080/00036846.2014.884706,"['Anh Tuan Bui', 'Mardi Dungey', 'Cuong Viet Nguyen', 'Thu Phuong Pham']"
10.1177/0192513x20984497,"['Jaewon Lee', 'Jennifer Allen']"
10.1007/s10834-017-9551-6,"['Rebecca Stack', 'Alex Meredith']"
10.2307/353472,"['Larry E. Dumka', 'Mark W. Roosa', 'Kristina M. Jackson']"
10.1089/jwh.2010.2232,"['Liang Wang', 'Tiejian Wu', 'James L. Anderson', 'James E. Florence']"
10.5860/choice.29-5883,['Cheryl Lynn Greenberg']
10.2307/1519798,"['Ronald J. Angel', 'Michelle L. Frisco', 'Jacqueline L. Angel', 'David A. Chiriboga']"
10.2337/diacare.26.1.104,"['Leonard E. Egede', 'Deyi Zheng']"
10.1371/journal.pone.0161108,"['Telake Azale Bisetegn', 'Getnet Mihretie', 'Tefera Muche']"
10.4088/jcp.08m04510,"['Karen Ritchie', 'Isabelle Jaussent', 'Robert Stewart', 'Anne‐Marie Dupuy', 'Philippe Courtet', 'Marie‐Laure Ancelin', 'Alain Malafosse']"
10.1089/108729102753429370,"['Bronwen Lichtenstein', 'Mary K. Laska', 'Jeffrey Michael Clair']"
10.1111/josh.12050,"['Fong‐Ching Chang', 'Ching‐Mei Lee', 'Chiung‐Hui Chiu', 'Wen-Yun Hsi', 'Tzu-Fu Huang', 'Yun-Chieh Pan']"
10.1016/0145-2134(90)90033-p,"['Donna Della Femina', 'Catherine A. Yeager', 'Dorothy Otnow Lewis']"
10.1186/1471-2458-10-515,"['Hashima E Nasreen', 'Zarina Nahar Kabir', 'Yvonne Forsell', 'Maigun Edhborg']"
10.1111/j.1365-2214.2009.01037.x,"['Andrea Waylen', 'Sarah Stewart‐Brown']"
10.1111/j.1360-0443.2007.01974.x,"['Cassandra A. Stanton', 'George D. Papandonatos', 'Elizabeth E. Lloyd‐Richardson', 'Raymond Niaura']"
10.1111/j.1750-8606.2010.00133.x,"['Karen McCurdy', 'Kathleen S. Gorman', 'Elizabeth Metallinos‐Katsaras']"
10.1186/s12889-019-7239-6,"['Yohannes Hailemichael', 'Charlotte Hanlon', 'Kebede Tirfessa', 'Sumaiyah Docrat', 'Atalay Alem', 'Girmay Medhin', 'Crick Lund', 'Dan Chisholm', 'Abebaw Fekadu', 'Damen Haile Mariam']"
10.1016/j.jagp.2016.06.001,"['Yukako Tani', 'Takeo Fujiwara', 'Naoki Kondo', 'Hisashi Noma', 'Yuri Sasaki', 'Katsunori Kondo']"
10.1001/jamainternmed.2016.4419,"['Benjamin D. Sommers', 'Robert J. Blendon', 'E. John Orav', 'Arnold M. Epstein']"
10.1097/qai.0b013e31817dc3e9,"['Diana Wu', 'Maribel Muñoz', 'Betty Espiritu', 'Jhon Alex Zeladita-Huamán', 'Eduardo Sánchez', 'Miriam Callacna', 'Christian Rojas', 'Jorge Arévalo', 'Adolfo Caldas', 'Sonya Shin']"
10.4103/0019-557x.152845,"['Paramita Sengupta', 'AnoopI Benjamin']"
10.5934/kjhe.2008.17.5.847,"['Kwang-Hyuk Kim', 'Ye-Sung Kim']"
10.1192/bjp.bp.111.096222,"['Brandon A. Kohrt', 'Daniel J. Hruschka', 'Carol M. Worthman', 'Richard D. Kunz', 'Jennifer L. Baldwin', 'Nawaraj Upadhaya', 'Nanda Raj Acharya', 'Suraj Koirala', 'Suraj Bahadur Thapa', 'Wietse A. Tol', 'Mark J. D. Jordans', 'Navit Robkin', 'Vidya Dev Sharma', 'Mahendra K. Nepal']"
10.1037/a0036683,"['Amanda L. Roy', 'C. Cybele Raver']"
10.1177/0192513x07300712,['Bridget J. Goosby']
10.2139/ssrn.2864318,['Holger Strulik']
10.1002/gps.1368,['Michele C. McDonnall']
10.1177/1557988315625776,"['Mike C. Parent', 'Joseph H. Hammer', 'Tyler C. Bradstreet', 'Esther N. Schwartz', 'Tori Jobe']"
10.1111/1471-0528.12255,"['Rebecca Mercier', 'Joanne M. Garrett', 'John M. Thorp', 'AM Siega‐Riz']"
10.1111/j.1740-8709.2010.00266.x,"['Amber Hromi‐Fiedler', 'Angela Bermúdez‐Millán', 'Sofía Segura‐Pérez', 'Rafael Pérez‐Escamilla']"
10.1017/s003329170800456x,"['Véronique Dupéré', 'Tama Leventhal', 'Éric Lacourse']"
10.1037/e609262007-001,"['Laura A. Pratt', 'Achintya Dey', 'Alan J. Cohen']"
10.1097/01.nmd.0000061143.66146.a8,"['Paul D. Carey', 'Dan J. Stein', 'Nompumelelo Zungu‐Dirwayi', 'Soraya Seedat']"
10.2307/120505,"['Doyne Dawson', 'Victor Davis Hanson']"
10.1080/13607863.2017.1394438,"['Kelvin Chi Kin Cheung', 'Kee‐Lee Chou']"
10.1080/03014460902839194,"['Brandon A. Kohrt', 'Rebecca A. Speckman', 'Richard D. Kunz', 'Jennifer L. Baldwin', 'Nawaraj Upadhaya', 'Nanda Raj Acharya', 'Vidya Dev Sharma', 'Mahendra K. Nepal', 'Carol M. Worthman']"
10.1353/jnt.2011.0072,['Charles E. Cunningham']
10.1186/1471-2458-11-349,"['Tiffany L. Gary‐Webb', 'Kesha Baptiste-Roberts', 'Luu Pham', 'Jacqueline Wesche-Thobaben', 'Jennifer Patricio', 'F. Xavier Pi‐Sunyer', 'Arleen F. Brown', 'LaShanda R. Jones‐Corneille', 'Frederick L. Brancati']"
10.1016/j.jpeds.2020.05.020,"['Hirokazu Yoshikawa', 'Alice J. Wuermli', 'Pia Rebello Britto', 'Benard P. Dreyer', 'James F. Leckman', 'Stephen J. Lye', 'Liliana A. Ponguta', 'Linda Richter', 'Alan Stein']"
10.1037/0002-9432.74.2.137,"['Simon Denny', 'Terryann Clark', 'Theresa Fleming', 'Melanie M. Wall']"
10.1177/0898264316682908,"['Judith G. Gonyea', 'Alexandra M. Curley', 'Kelly Melekis', 'Nina Levine', 'Yeonjung Lee']"
10.1111/1468-2451.00267,['Aderanti Adepoju']
10.2991/assehr.k.220704.189,['Xingtong Mao']
10.1177/1049732310385123,"['Laura S. Abrams', 'Laura Curran']"
10.1007/s00737-010-0191-1,"['Jeanette Valentine', 'Michael A. Rodríguez', 'Lisa M. Lapeyrouse', 'Muyu Zhang']"
10.1136/bmjopen-2021-049653,"['Catherine Porter', 'Marta Favara', 'Annina Hittmeyer', 'Douglas Scott', 'Alan Sánchez', 'Revathi Ellanki', 'Tassew Woldehanna', 'Le Thuc Duc', 'Michelle G. Craske', 'Alan Stein']"
10.3402/gha.v8.26957,"['Kenneth Ayuurebobi Ae-Ngibise', 'Victor Doku', 'Kwaku Poku Asante', 'Seth Owusu‐Agyei']"
10.2105/ajph.87.5.787,"['Patricia H. Shiono', 'Virginia Rauh', 'Min Jee Park', 'Sally Ann Lederman', 'D Zuskar']"
10.3138/cras-026-02-02,['Christopher Phelps']
10.3138/chr-047-04-br17,['Stephen Scheinberg']
10.2307/1136939,['Betty B. Rosenbaum']
10.1186/s12888-016-0800-2,"['Yi‐Ting Wang', 'Janice Lopez', 'S. Bolge', 'Vivienne J. Zhu', 'Paul Stang']"
10.1017/s0033291714002955,"['Laura Pina‐Camacho', 'Sarah K. G. Jensen', 'Darya Gaysina', 'Edward D. Barker']"
10.1371/journal.pone.0068219,"['Sukumar Vellakkal', 'S. V. Subramanian', 'Christopher Millett', 'Sanjay Basu', 'David Stuckler', 'Shah Ebrahim']"
10.15131/shef.data.4148199.v2,"['Lindsay Blank', 'Susan Baxter', 'Helen Buckley‐Woods', 'Hannah Fairbrother', 'Paul Bissell', 'Elizabeth Goyder', 'Sarah Salway']"
10.1001/jama.300.6.655,"['Wietse A. Tol', 'Ivan H. Komproe', 'Dessy Susanty', 'Mark J. D. Jordans', 'Robert Macy', 'Joop de Jong']"
10.1097/aog.0b013e3181b8f8a2,"['Julia S. Seng', 'Lisa Kane Low', 'Mickey Sperlich', 'David L. Ronis', 'Israel Liberzon']"
10.2307/1384538,"['Anthony F. C. Wallace', 'Sidney W. Mintz']"
10.1016/j.adolescence.2015.09.011,"['Katherine Sachs Leventhal', 'Jane E. Gillham', 'Lisa DeMaria', 'Gracy Andrew', 'John Peabody', 'Steve Leventhal']"
10.5860/choice.39-1062,['James T. Patterson']
10.1542/peds.2015-2532,"['Erica Sibinga', 'Lindsey Webb', 'Sharon R. Ghazarian', 'Jonathan M. Ellen']"
10.1177/0739986320915649,"['Laura M. Acosta', 'Arthur R. Andrews', 'M Natalia Acosta Canchila', 'Athena K. Ramos']"
10.1002/gps.642,"['Nancy McCall', 'Peggy L. Parks', 'Kevin Smith', 'Gregory C. Pope', 'Michelle Griggs']"
10.1111/j.1540-6237.2006.00379.x,"['Ruth X. Liu', 'Zeng‐yin Chen']"
10.1192/bjp.bp.112.109207,"['Atıf Rahman', 'Siham Sikander', 'Abid Malik', 'Ikhlaque Ahmed', 'Barbara Tomenson', 'Francis Creed']"
10.1086/667993,"['Natasha Pilkauskas', 'Janet Currie', 'Irwin Garfinkel']"
10.1542/peds.109.6.1100,"['Howard Dubowitz', 'Mia A. Papas', 'Maureen M. Black', 'Raymond H. Starr']"
10.1177/1053815108324754,"['Deborah A. Hwa-Froelich', 'Cynthia A. Loveland Cook', 'Louise H. Flick']"
10.1371/journal.pone.0096304,"['Yohannes Dibaba Wado', 'Mesganaw Fantahun Afework', 'Michelle J. Hindin']"
10.1111/camh.12201,"['John Hyland', 'Pauline Hyland', 'Catherine Comiskey']"
10.1007/s12160-016-9815-7,"['Darby E. Saxbe', 'Christine Dunkel Schetter', 'Christine M. Guardino', 'Sharon Landesman Ramey', 'Madeleine U. Shalowitz', 'John M. Thorp', 'Maxine Vance']"
10.1093/hsw/36.1.7,"['Flavio F. Marsiglia', 'Stephen Kulis', 'Hilda García‐Pérez', 'Mónica Bermúdez-Parsai']"
10.1038/oby.2006.67,"['Hillary L. Burdette', 'Thomas A. Wadden', 'Robert C. Whitaker']"
10.1093/gerona/55.2.m90,"['Katherine L. Tucker', 'Luis M. Falcón', 'L A Bianchi', 'Enio Walker Azevedo CACHO', 'Odilia I. Bermúdez']"
10.1093/brain/aww291,"['Sirwan K.L. Darweesh', 'Vincentius J.A. Verlinden', 'Bruno H. Stricker', 'Albert Hofman', 'Peter J. Koudstaal', 'M. Arfan Ikram']"
10.1177/08982643241280529,"['Md Sayed Hasan', 'Somnath Ghosal']"
10.1177/10983007020040040401,"['Lise Fox', 'Glen Dunlap', 'Diane Powell']"
10.1186/s12888-018-1624-z,"['Telake Azale', 'Abebaw Fekadu', 'Girmay Medhin', 'Charlotte Hanlon']"
10.2307/1933939,['U. M. Cowgill']
10.1037/a0039836,['Candice L. Odgers']
10.1037/pspp0000143,['Ulrich Orth']
10.1542/peds.2015-4016,"['Alison Giovanelli', 'Arthur J. Reynolds', 'Christina F. Mondi', 'Suh‐Ruu Ou']"
10.1177/1557988316651206,"['Danielle C. Ompad', 'Joseph J. Palamar', 'Kristen D. Krause', 'Farzana Kapadia', 'Perry N. Halkitis']"
10.1186/1471-244x-12-89,"['Karl Peltzer', 'Pamela Naidoo', 'Gladys Matseke', 'Julia Louw', 'Gugu Mchunu', 'Bomkazi Tutshana']"
10.1111/spc3.12198,"['Donald Warne', 'Denise K. Lajimodiere']"
10.1037/h0080405,['Denise Burnette']
10.2307/1848403,"['Joseph Dorfman', 'Ellis W. Hawley']"
10.1590/s1516-44462012000200005,"['Ricardo Azevedo da Silva', 'Karen Jansen', 'Luciano Dias de Mattos Souza', 'Luciana de Ávila Quevedo', 'Luana Porto Barbosa', 'Inácia Gomes da Silva Moraes', 'Bernardo Lessa Horta', 'Ricardo Tavares Pinheiro']"
10.1111/j.1532-5415.2006.00944.x,"['Oye Gureje', 'Adesola Ogunniyi', 'Lola Kola', 'Ebenezer Afolabi']"
10.1136/jech.2008.078832,"['Angela Bowen', 'Norma J. Stewart', 'Marilyn Baetz', 'Nazeem Muhajarine']"
10.1177/0004867414546700,"['Amie C. Hayley', 'Lana J. Williams', 'Kamalesh Venugopal', 'Gerard A. Kennedy', 'Michael Berk', 'Julie A. Pasco']"
10.3389/fpsyg.2018.02500,"['Ai Yue', 'Jiaqi Gao', 'Meredith Yang', 'Lena Swinnen', 'Alexis Medina', 'Scott Rozelle']"
10.1097/jom.0b013e31823fdf85,"['Rada K. Dagher', 'Patricia M. McGovern', 'Bryan Dowd', 'Dwenda K. Gjerdingen']"
10.1037/bul0000010,"['Amy Heberle', 'Alice S. Carter']"
10.1037/h0098735,['Amy Butler']
10.1023/a:1022835717964,"['Edward Seidman', 'Daniel Chesir-Teran', 'Jennifer L. Friedman', 'Hirokazu Yoshikawa', 'LaRue Allen', 'Ann Roberts', 'J. Lawrence Aber']"
10.22143/hss21.12.5.138,['Byongsam Jung']
10.1186/1471-2458-8-409,"['Lia Fernald', 'Rita Hamad', 'Dean Karlan', 'Emily J. Ozer', 'Jonathan Zinman']"
10.1037/h0086834,['Paula Nicolson']
10.1016/j.jadohealth.2018.07.026,"['Abigail M. Hatcher', 'Andrew Gibbs', 'Rachel Jewkes', 'Ruari‐Santiago McBride', 'Dean Peacock', 'Nicola Christofides']"
10.1371/journal.pone.0115290,"['Sophie Pascoe', 'Lisa Langhaug', 'Webster Mavhu', 'James Hargreaves', 'Shabbar Jaffar', 'Richard Hayes', 'Frances M. Cowan']"
10.1186/1471-244x-12-149,"['Bradley H. Wagenaar', 'Ashley Hagaman', 'Bonnie N. Kaiser', 'Kristen E. McLean', 'Brandon A. Kohrt']"
10.1177/0165025416657615,"['Julia Rachel S. E. Mazza', 'Jean‐Baptiste Pingault', 'Linda Booij', 'Michel Boivin', 'Richard E. Tremblay', 'Jean Lambert', 'Marı́a Victoria Zunzunegui', 'Sylvana M. Côté']"
10.1093/eurpub/ckad160.1590,"['Kyoung Eun Yeob', 'S Y Kim', 'Jung Hyun Park']"
10.1038/s41398-020-0741-x,"['Amanda V. Bakian', 'Rebekah S. Huber', 'Lindsay S. Scholl', 'Perry F. Renshaw', 'Douglas G. Kondo']"
10.1007/s10464-014-9640-8,"['Ayesha Delany‐Brumsey', 'Vickie M. Mays', 'Susan D. Cochran']"
10.1017/s1041610211001700,"['Anita Liberalesso Néri', 'Mônica Sanches Yassuda', 'Andréa Cristina Garofe Fortes-Burgos', 'Efigênia Passarelli Mantovani', 'Flávia Silva Arbex', 'Stella Vidal de Souza Torres', 'Mônica Rodrigues Perracini', 'Maria Elena Guariento']"
10.1186/1471-2458-8-358,"['Min Lian', 'Mario Schootman', 'Shumei Yun']"
10.1016/j.healthplace.2016.04.006,"['Warren Smit', 'Ariane De Lannoy', 'Robert V.H. Dover', 'Estelle V. Lambert', 'Naomi Levitt', 'Vanessa Watson']"
10.1016/j.socscimed.2019.01.037,"['Gustavo Ángeles', 'Jacobus de Hoop', 'Sudhanshu Handa', 'Kelly Kilburn', 'Annamaria Milazzo', 'Amber Peterman']"
